Severity|Count|Node|Property|First Occurrence|Summary
1|4|media_fe2|Media|2015-02-27 00:00:19|Apache latency
1|2|rev_fe1|Revenue|2015-02-27 12:31:05|Apache latency
4|10|fp_be1|Frontpage|2015-02-27 12:31:32|Down to ping
4|8|media_be1|Media|2015-02-27 12:32:28|Down to ping
1|4|rev_fe4|Revenue|2015-02-27 12:33:37|Apache latency
2|4|media_fe1|Media|2015-02-27 12:33:51|Capacity exceeded
1|4|search_fe6|Search|2015-02-27 12:34:22|Apache latency
4|1|fp_db5|Frontpage|2015-02-27 12:35:09|Capacity exceeded
3|6|flickr_be6|Flickr|2015-02-27 12:35:10|Capacity exceeded
4|5|search_db7|Search|2015-02-27 12:35:26|Capacity exceeded
6|4|flickr_mon1|Flickr|2015-02-27 12:35:31|Site down
4|6|rev_mw9|Revenue|2015-02-27 12:35:44|Down to ping
4|4|rev_db6|Revenue|2015-02-27 12:36:09|Capacity exceeded
6|8|flickr_mon1|Flickr|2015-02-27 12:36:19|Site down
5|1|rev_db1|Revenue|2015-02-27 12:36:26|Down to ping
3|8|media_be10|Media|2015-02-27 12:37:16|Software error
4|2|flickr_db3|Flickr|2015-02-27 12:38:14|Software error
3|10|flickr_fe3|Flickr|2015-02-27 12:38:25|Down to ping
4|1|flickr_db6|Flickr|2015-02-27 12:38:28|Hardware error
3|9|messenger_mw7|Messenger|2015-02-27 12:38:55|Software error
2|9|media_fe1|Media|2015-02-27 12:39:51|Software error
1|5|fp_fe5|Frontpage|2015-02-27 12:39:59|Apache latency
5|7|flickr_mon1|Flickr|2015-02-27 12:40:40|Severe site latency
3|6|flickr_mw5|Flickr|2015-02-27 12:40:49|Capacity exceeded
4|6|flickr_be10|Flickr|2015-02-27 12:41:05|Down to ping
3|8|mail_be7|Mail|2015-02-27 12:41:28|Software error
5|3|mail_db2|Mail|2015-02-27 12:41:41|Down to ping
4|6|search_db3|Search|2015-02-27 12:42:47|Capacity exceeded
3|9|search_mw9|Search|2015-02-27 12:43:58|Hardware error
2|5|rev_fe8|Revenue|2015-02-27 12:45:20|Software error
1|2|flickr_fe7|Flickr|2015-02-27 12:45:31|Apache latency
4|1|search_be7|Search|2015-02-27 12:47:39|Down to ping
4|1|flickr_mw2|Flickr|2015-02-27 12:47:43|Down to ping
2|9|mail_fe2|Mail|2015-02-27 12:47:54|Capacity exceeded
3|7|mail_fe7|Mail|2015-02-27 12:48:21|Down to ping
3|6|fp_be3|Frontpage|2015-02-27 12:48:27|Capacity exceeded
3|8|fp_fe2|Frontpage|2015-02-27 12:51:01|Down to ping
3|2|mail_be9|Mail|2015-02-27 12:51:28|Capacity exceeded
3|9|rev_be7|Revenue|2015-02-27 12:51:33|Hardware error
3|6|messenger_mw8|Messenger|2015-02-27 12:52:31|Software error
2|5|messenger_fe5|Messenger|2015-02-27 12:52:59|Software error
4|7|rev_db1|Revenue|2015-02-27 12:53:06|Hardware error
2|4|fp_fe6|Frontpage|2015-02-27 12:53:08|Hardware error
2|1|media_fe6|Media|2015-02-27 12:55:11|Software error
2|5|media_fe3|Media|2015-02-27 12:56:00|Capacity exceeded
3|1|rev_mw8|Revenue|2015-02-27 12:56:04|Software error
3|10|fp_be4|Frontpage|2015-02-27 12:57:07|Capacity exceeded
4|1|media_db3|Media|2015-02-27 12:57:55|Capacity exceeded
3|10|rev_mw10|Revenue|2015-02-27 12:59:21|Hardware error
2|2|fp_fe3|Frontpage|2015-02-27 12:59:48|Hardware error
3|1|media_fe9|Media|2015-02-27 13:00:04|Down to ping
2|3|rev_fe2|Revenue|2015-02-27 13:00:41|Capacity exceeded
4|5|search_be1|Search|2015-02-27 13:01:43|Down to ping
2|3|search_fe8|Search|2015-02-27 13:01:55|Hardware error
4|4|rev_be4|Revenue|2015-02-27 13:02:32|Down to ping
3|10|mail_be7|Mail|2015-02-27 13:02:50|Capacity exceeded
1|10|search_fe7|Search|2015-02-27 13:03:19|Apache latency
3|10|mail_fe2|Mail|2015-02-27 13:03:35|Down to ping
1|9|flickr_fe2|Flickr|2015-02-27 13:04:00|Apache latency
4|9|mail_db7|Mail|2015-02-27 13:04:51|Capacity exceeded
4|1|mail_db7|Mail|2015-02-27 13:05:16|Capacity exceeded
4|3|flickr_db6|Flickr|2015-02-27 13:05:54|Capacity exceeded
4|7|fp_mw8|Frontpage|2015-02-27 13:06:01|Down to ping
3|10|media_mw8|Media|2015-02-27 13:06:17|Capacity exceeded
2|1|media_fe8|Media|2015-02-27 13:08:25|Software error
5|4|mail_db2|Mail|2015-02-27 13:08:48|Down to ping
1|5|media_fe2|Media|2015-02-27 13:09:34|Apache latency
3|7|rev_be9|Revenue|2015-02-27 13:10:39|Software error
3|1|mail_fe4|Mail|2015-02-27 13:10:43|Down to ping
4|10|mail_be8|Mail|2015-02-27 13:11:15|Down to ping
3|5|rev_be10|Revenue|2015-02-27 13:11:17|Software error
3|10|rev_be10|Revenue|2015-02-27 13:12:25|Software error
3|7|search_mw6|Search|2015-02-27 13:12:30|Capacity exceeded
5|10|rev_db9|Revenue|2015-02-27 13:12:35|Down to ping
3|1|media_fe5|Media|2015-02-27 13:13:29|Down to ping
4|10|rev_db4|Revenue|2015-02-27 13:14:52|Hardware error
4|8|mail_db9|Mail|2015-02-27 13:15:40|Hardware error
3|2|media_be9|Media|2015-02-27 13:16:09|Capacity exceeded
3|7|rev_mw10|Revenue|2015-02-27 13:16:54|Hardware error
3|7|mail_be10|Mail|2015-02-27 13:17:07|Capacity exceeded
4|4|fp_db9|Frontpage|2015-02-27 13:18:11|Software error
3|1|mail_fe6|Mail|2015-02-27 13:18:47|Down to ping
4|1|fp_be5|Frontpage|2015-02-27 13:18:52|Down to ping
5|2|media_db10|Media|2015-02-27 13:18:59|Down to ping
3|7|search_be3|Search|2015-02-27 13:19:48|Hardware error
3|6|media_fe3|Media|2015-02-27 13:20:09|Down to ping
1|10|messenger_fe8|Messenger|2015-02-27 13:20:21|Apache latency
1|8|rev_fe6|Revenue|2015-02-27 13:20:53|Apache latency
3|2|rev_fe10|Revenue|2015-02-27 13:20:59|Down to ping
3|4|mail_mw8|Mail|2015-02-27 13:22:07|Software error
4|8|media_db4|Media|2015-02-27 13:23:55|Capacity exceeded
3|6|fp_mw7|Frontpage|2015-02-27 13:24:23|Hardware error
4|10|mail_mw6|Mail|2015-02-27 13:25:27|Down to ping
2|1|search_fe2|Search|2015-02-27 13:25:46|Software error
1|7|media_fe7|Media|2015-02-27 13:26:06|Apache latency
4|2|mail_be8|Mail|2015-02-27 13:26:45|Down to ping
3|7|flickr_be9|Flickr|2015-02-27 13:26:45|Software error
4|3|flickr_db4|Flickr|2015-02-27 13:27:30|Hardware error
4|2|search_db10|Search|2015-02-27 13:27:33|Software error
2|10|search_fe3|Search|2015-02-27 13:28:10|Capacity exceeded
3|1|search_be3|Search|2015-02-27 13:28:23|Hardware error
3|4|fp_mw5|Frontpage|2015-02-27 13:28:43|Hardware error
3|8|messenger_be9|Messenger|2015-02-27 13:28:51|Hardware error
3|10|rev_mw8|Revenue|2015-02-27 13:28:52|Hardware error
2|6|fp_fe8|Frontpage|2015-02-27 13:29:07|Hardware error
2|4|search_fe7|Search|2015-02-27 13:29:15|Software error
4|9|flickr_be7|Flickr|2015-02-27 13:29:19|Down to ping
6|3|fp_mon1|Frontpage|2015-02-27 13:29:27|Site down
3|3|fp_fe7|Frontpage|2015-02-27 13:29:57|Down to ping
1|4|flickr_fe6|Flickr|2015-02-27 13:30:01|Apache latency
4|2|fp_db2|Frontpage|2015-02-27 13:30:36|Hardware error
6|7|rev_mon1|Revenue|2015-02-27 13:30:45|Site down
4|4|flickr_db10|Flickr|2015-02-27 13:31:10|Hardware error
3|10|messenger_be7|Messenger|2015-02-27 13:32:48|Software error
2|4|rev_fe3|Revenue|2015-02-27 13:33:01|Hardware error
1|6|rev_fe6|Revenue|2015-02-27 13:33:26|Apache latency
1|1|flickr_fe5|Flickr|2015-02-27 13:33:43|Apache latency
3|8|messenger_be6|Messenger|2015-02-27 13:33:55|Software error
4|6|flickr_db10|Flickr|2015-02-27 13:33:58|Software error
3|8|search_be4|Search|2015-02-27 13:35:07|Software error
4|10|flickr_db1|Flickr|2015-02-27 13:35:08|Software error
5|1|search_db10|Search|2015-02-27 13:35:20|Down to ping
1|3|fp_fe6|Frontpage|2015-02-27 13:36:14|Apache latency
4|3|search_be10|Search|2015-02-27 13:36:59|Down to ping
4|5|flickr_mw8|Flickr|2015-02-27 13:36:59|Down to ping
4|10|media_mw3|Media|2015-02-27 13:37:28|Down to ping
5|1|media_mon1|Media|2015-02-27 13:38:09|Severe site latency
3|1|search_mw1|Search|2015-02-27 13:38:20|Hardware error
1|6|search_fe8|Search|2015-02-27 13:38:23|Apache latency
3|10|media_be6|Media|2015-02-27 13:39:17|Software error
4|2|mail_db4|Mail|2015-02-27 13:40:27|Software error
3|3|search_fe6|Search|2015-02-27 13:40:27|Down to ping
1|1|fp_fe6|Frontpage|2015-02-27 13:40:47|Apache latency
4|1|messenger_be10|Messenger|2015-02-27 13:42:39|Down to ping
4|5|fp_mw5|Frontpage|2015-02-27 13:43:20|Down to ping
5|7|mail_db9|Mail|2015-02-27 13:43:58|Down to ping
3|2|flickr_mw1|Flickr|2015-02-27 13:45:21|Software error
1|7|flickr_fe8|Flickr|2015-02-27 13:47:23|Apache latency
3|4|flickr_fe2|Flickr|2015-02-27 13:47:37|Down to ping
4|7|rev_mw1|Revenue|2015-02-27 13:47:54|Down to ping
3|9|messenger_mw9|Messenger|2015-02-27 13:48:31|Capacity exceeded
6|7|media_mon1|Media|2015-02-27 13:49:35|Site down
6|6|rev_mon1|Revenue|2015-02-27 13:49:54|Site down
3|10|media_mw4|Media|2015-02-27 13:50:12|Capacity exceeded
1|5|search_fe6|Search|2015-02-27 13:51:02|Apache latency
4|9|flickr_be9|Flickr|2015-02-27 13:51:12|Down to ping
1|9|rev_fe4|Revenue|2015-02-27 13:51:35|Apache latency
3|9|media_mw10|Media|2015-02-27 13:52:33|Hardware error
4|5|rev_mw2|Revenue|2015-02-27 13:53:49|Down to ping
5|7|fp_mon1|Frontpage|2015-02-27 13:54:13|Severe site latency
5|4|media_db8|Media|2015-02-27 13:55:41|Down to ping
3|7|search_be7|Search|2015-02-27 13:56:36|Capacity exceeded
3|6|fp_mw8|Frontpage|2015-02-27 13:56:36|Capacity exceeded
1|4|rev_fe2|Revenue|2015-02-27 13:57:22|Apache latency
4|1|flickr_be7|Flickr|2015-02-27 13:57:33|Down to ping
3|7|search_mw10|Search|2015-02-27 13:57:52|Hardware error
3|2|fp_fe5|Frontpage|2015-02-27 13:58:43|Down to ping
5|4|rev_db7|Revenue|2015-02-27 13:59:00|Down to ping
6|7|flickr_mon1|Flickr|2015-02-27 13:59:09|Site down
3|5|mail_mw8|Mail|2015-02-27 13:59:21|Capacity exceeded
4|1|flickr_mw9|Flickr|2015-02-27 13:59:51|Down to ping
3|10|mail_fe5|Mail|2015-02-27 14:00:14|Down to ping
1|1|flickr_fe8|Flickr|2015-02-27 14:00:28|Apache latency
2|2|fp_fe8|Frontpage|2015-02-27 14:00:39|Hardware error
1|5|fp_fe4|Frontpage|2015-02-27 14:00:42|Apache latency
3|10|flickr_fe2|Flickr|2015-02-27 14:01:10|Down to ping
2|8|flickr_fe3|Flickr|2015-02-27 14:02:03|Capacity exceeded
3|3|flickr_fe8|Flickr|2015-02-27 14:02:57|Down to ping
1|3|mail_fe3|Mail|2015-02-27 14:03:14|Apache latency
4|8|media_be10|Media|2015-02-27 14:03:30|Down to ping
4|1|flickr_db10|Flickr|2015-02-27 14:03:48|Capacity exceeded
3|2|rev_fe9|Revenue|2015-02-27 14:04:09|Down to ping
4|1|rev_be1|Revenue|2015-02-27 14:04:22|Down to ping
3|4|media_fe10|Media|2015-02-27 14:05:59|Down to ping
2|3|flickr_fe5|Flickr|2015-02-27 14:06:30|Capacity exceeded
4|1|mail_db10|Mail|2015-02-27 14:07:56|Capacity exceeded
3|3|search_be2|Search|2015-02-27 14:08:28|Software error
3|2|media_mw3|Media|2015-02-27 14:08:43|Software error
2|10|search_fe4|Search|2015-02-27 14:09:03|Hardware error
4|7|fp_be9|Frontpage|2015-02-27 14:09:25|Down to ping
3|8|search_mw5|Search|2015-02-27 14:09:35|Software error
1|6|search_fe6|Search|2015-02-27 14:10:17|Apache latency
4|9|rev_be4|Revenue|2015-02-27 14:10:26|Down to ping
3|2|rev_be2|Revenue|2015-02-27 14:10:30|Capacity exceeded
3|4|rev_mw1|Revenue|2015-02-27 14:11:36|Software error
6|7|media_mon1|Media|2015-02-27 14:12:33|Site down
3|1|rev_mw8|Revenue|2015-02-27 14:12:43|Capacity exceeded
3|2|flickr_mw6|Flickr|2015-02-27 14:12:47|Software error
1|5|flickr_fe2|Flickr|2015-02-27 14:13:03|Apache latency
4|5|search_mw7|Search|2015-02-27 14:13:30|Down to ping
4|1|media_mw5|Media|2015-02-27 14:13:53|Down to ping
4|8|messenger_db5|Messenger|2015-02-27 14:14:13|Capacity exceeded
2|6|fp_fe6|Frontpage|2015-02-27 14:14:22|Capacity exceeded
4|6|search_be2|Search|2015-02-27 14:15:00|Down to ping
3|5|rev_mw10|Revenue|2015-02-27 14:15:19|Software error
3|8|mail_fe1|Mail|2015-02-27 14:15:51|Down to ping
5|10|search_mon1|Search|2015-02-27 14:16:17|Severe site latency
4|9|messenger_be5|Messenger|2015-02-27 14:17:26|Down to ping
4|9|rev_db4|Revenue|2015-02-27 14:17:51|Hardware error
2|8|flickr_fe8|Flickr|2015-02-27 14:17:51|Hardware error
6|2|search_mon1|Search|2015-02-27 14:18:26|Site down
4|10|rev_db9|Revenue|2015-02-27 14:18:26|Software error
1|9|messenger_fe7|Messenger|2015-02-27 14:18:37|Apache latency
2|8|flickr_fe6|Flickr|2015-02-27 14:19:11|Capacity exceeded
4|7|mail_mw7|Mail|2015-02-27 14:20:17|Down to ping
4|10|search_mw2|Search|2015-02-27 14:20:35|Down to ping
2|6|flickr_fe8|Flickr|2015-02-27 14:20:44|Capacity exceeded
4|2|rev_db10|Revenue|2015-02-27 14:20:58|Capacity exceeded
3|5|rev_mw1|Revenue|2015-02-27 14:21:32|Software error
2|4|search_fe4|Search|2015-02-27 14:21:35|Software error
3|1|mail_be3|Mail|2015-02-27 14:21:58|Hardware error
5|9|rev_db7|Revenue|2015-02-27 14:22:11|Down to ping
4|3|rev_db6|Revenue|2015-02-27 14:22:41|Software error
3|5|mail_mw7|Mail|2015-02-27 14:22:45|Software error
4|1|mail_mw4|Mail|2015-02-27 14:23:20|Down to ping
3|2|messenger_be9|Messenger|2015-02-27 14:23:33|Hardware error
4|7|search_be6|Search|2015-02-27 14:23:47|Down to ping
2|7|fp_fe1|Frontpage|2015-02-27 14:24:16|Software error
2|9|media_fe3|Media|2015-02-27 14:24:44|Capacity exceeded
4|2|fp_db4|Frontpage|2015-02-27 14:24:59|Software error
3|1|search_fe3|Search|2015-02-27 14:25:46|Down to ping
4|1|fp_db4|Frontpage|2015-02-27 14:25:54|Capacity exceeded
3|4|rev_fe4|Revenue|2015-02-27 14:26:07|Down to ping
3|9|rev_be6|Revenue|2015-02-27 14:26:14|Capacity exceeded
5|5|search_db4|Search|2015-02-27 14:26:46|Down to ping
6|9|mail_mon1|Mail|2015-02-27 14:27:15|Site down
3|2|search_mw4|Search|2015-02-27 14:27:29|Capacity exceeded
3|2|search_be2|Search|2015-02-27 14:27:52|Capacity exceeded
3|3|media_be6|Media|2015-02-27 14:30:27|Capacity exceeded
2|9|fp_fe5|Frontpage|2015-02-27 14:30:51|Hardware error
4|6|media_db7|Media|2015-02-27 14:31:55|Hardware error
4|9|flickr_be4|Flickr|2015-02-27 14:33:28|Down to ping
3|7|mail_mw2|Mail|2015-02-27 14:34:06|Hardware error
3|3|media_mw7|Media|2015-02-27 14:34:18|Hardware error
6|6|search_mon1|Search|2015-02-27 14:36:28|Site down
5|2|messenger_mon1|Messenger|2015-02-27 14:36:30|Severe site latency
4|9|rev_db1|Revenue|2015-02-27 14:36:56|Hardware error
3|5|media_be6|Media|2015-02-27 14:37:59|Hardware error
3|9|search_be3|Search|2015-02-27 14:38:06|Software error
3|4|media_mw1|Media|2015-02-27 14:40:10|Capacity exceeded
1|4|rev_fe7|Revenue|2015-02-27 14:40:43|Apache latency
3|10|search_be8|Search|2015-02-27 14:40:54|Hardware error
5|8|media_mon1|Media|2015-02-27 14:41:11|Severe site latency
4|8|mail_be3|Mail|2015-02-27 14:41:19|Down to ping
4|7|search_db6|Search|2015-02-27 14:41:41|Capacity exceeded
6|7|fp_mon1|Frontpage|2015-02-27 14:41:44|Site down
2|6|flickr_fe10|Flickr|2015-02-27 14:41:52|Hardware error
3|5|flickr_mw10|Flickr|2015-02-27 14:44:01|Hardware error
4|2|mail_be8|Mail|2015-02-27 14:45:00|Down to ping
3|2|fp_mw4|Frontpage|2015-02-27 14:46:50|Capacity exceeded
2|9|mail_fe9|Mail|2015-02-27 14:47:16|Capacity exceeded
4|2|media_db4|Media|2015-02-27 14:47:43|Software error
1|4|media_fe5|Media|2015-02-27 14:48:06|Apache latency
5|6|search_db2|Search|2015-02-27 14:48:12|Down to ping
5|8|rev_db10|Revenue|2015-02-27 14:48:33|Down to ping
3|3|messenger_mw6|Messenger|2015-02-27 14:48:47|Capacity exceeded
4|5|messenger_be8|Messenger|2015-02-27 14:50:18|Down to ping
3|2|media_be7|Media|2015-02-27 14:51:07|Hardware error
3|9|fp_fe4|Frontpage|2015-02-27 14:53:52|Down to ping
4|6|flickr_db9|Flickr|2015-02-27 14:54:04|Hardware error
4|2|search_db9|Search|2015-02-27 14:54:55|Capacity exceeded
3|4|search_be9|Search|2015-02-27 14:55:36|Hardware error
2|3|messenger_fe8|Messenger|2015-02-27 14:56:21|Capacity exceeded
6|1|flickr_mon1|Flickr|2015-02-27 14:57:00|Site down
2|1|search_fe10|Search|2015-02-27 14:57:33|Software error
3|9|search_mw5|Search|2015-02-27 14:57:38|Hardware error
2|4|rev_fe8|Revenue|2015-02-27 14:58:57|Hardware error
3|3|fp_be7|Frontpage|2015-02-27 14:59:13|Software error
3|3|messenger_mw10|Messenger|2015-02-27 14:59:38|Capacity exceeded
2|10|flickr_fe3|Flickr|2015-02-27 15:01:23|Software error
1|7|rev_fe3|Revenue|2015-02-27 15:01:39|Apache latency
3|5|messenger_mw10|Messenger|2015-02-27 15:02:46|Hardware error
4|4|search_be3|Search|2015-02-27 15:02:50|Down to ping
2|5|fp_fe4|Frontpage|2015-02-27 15:03:33|Hardware error
4|3|mail_be9|Mail|2015-02-27 15:05:58|Down to ping
1|8|fp_fe5|Frontpage|2015-02-27 15:05:58|Apache latency
4|7|rev_be6|Revenue|2015-02-27 15:07:06|Down to ping
3|2|media_mw4|Media|2015-02-27 15:07:35|Capacity exceeded
3|3|rev_mw2|Revenue|2015-02-27 15:09:27|Capacity exceeded
3|5|flickr_be8|Flickr|2015-02-27 15:10:31|Software error
5|5|media_db2|Media|2015-02-27 15:11:19|Down to ping
2|5|search_fe2|Search|2015-02-27 15:11:46|Capacity exceeded
4|7|media_db7|Media|2015-02-27 15:12:37|Capacity exceeded
3|9|search_be9|Search|2015-02-27 15:13:21|Capacity exceeded
4|10|mail_db3|Mail|2015-02-27 15:13:36|Software error
4|1|rev_db10|Revenue|2015-02-27 15:14:15|Hardware error
3|4|media_mw8|Media|2015-02-27 15:14:17|Software error
4|4|search_mw4|Search|2015-02-27 15:17:03|Down to ping
1|2|search_fe5|Search|2015-02-27 15:17:14|Apache latency
3|3|fp_mw2|Frontpage|2015-02-27 15:17:21|Capacity exceeded
5|7|messenger_mon1|Messenger|2015-02-27 15:18:21|Severe site latency
3|2|rev_be6|Revenue|2015-02-27 15:18:43|Software error
1|2|media_fe4|Media|2015-02-27 15:18:44|Apache latency
6|4|rev_mon1|Revenue|2015-02-27 15:18:51|Site down
4|3|rev_db7|Revenue|2015-02-27 15:19:14|Capacity exceeded
5|9|flickr_mon1|Flickr|2015-02-27 15:19:19|Severe site latency
1|8|mail_fe8|Mail|2015-02-27 15:19:21|Apache latency
1|8|media_fe3|Media|2015-02-27 15:19:48|Apache latency
5|5|messenger_mon1|Messenger|2015-02-27 15:21:11|Severe site latency
3|6|rev_fe4|Revenue|2015-02-27 15:23:59|Down to ping
3|4|flickr_mw9|Flickr|2015-02-27 15:24:59|Software error
4|10|flickr_db5|Flickr|2015-02-27 15:26:02|Software error
3|7|mail_mw5|Mail|2015-02-27 15:27:23|Capacity exceeded
4|7|mail_mw1|Mail|2015-02-27 15:27:54|Down to ping
4|6|messenger_mw8|Messenger|2015-02-27 15:28:18|Down to ping
3|3|flickr_mw8|Flickr|2015-02-27 15:28:54|Software error
4|3|mail_be9|Mail|2015-02-27 15:29:56|Down to ping
3|6|search_mw8|Search|2015-02-27 15:30:00|Capacity exceeded
1|8|rev_fe7|Revenue|2015-02-27 15:30:09|Apache latency
3|6|mail_mw4|Mail|2015-02-27 15:31:38|Hardware error
3|6|mail_be4|Mail|2015-02-27 15:33:58|Hardware error
4|3|media_db10|Media|2015-02-27 15:34:20|Capacity exceeded
3|8|search_mw8|Search|2015-02-27 15:35:31|Capacity exceeded
4|9|flickr_db7|Flickr|2015-02-27 15:35:43|Hardware error
3|9|flickr_be10|Flickr|2015-02-27 15:36:21|Capacity exceeded
4|7|mail_mw6|Mail|2015-02-27 15:37:18|Down to ping
3|4|mail_be7|Mail|2015-02-27 15:37:23|Software error
2|4|media_fe2|Media|2015-02-27 15:37:34|Hardware error
3|7|messenger_be6|Messenger|2015-02-27 15:37:37|Capacity exceeded
1|3|messenger_fe6|Messenger|2015-02-27 15:38:12|Apache latency
3|6|messenger_be5|Messenger|2015-02-27 15:39:08|Hardware error
4|9|rev_mw4|Revenue|2015-02-27 15:39:15|Down to ping
4|7|search_mw10|Search|2015-02-27 15:39:45|Down to ping
4|1|rev_be4|Revenue|2015-02-27 15:41:10|Down to ping
4|2|fp_be4|Frontpage|2015-02-27 15:42:02|Down to ping
3|7|rev_mw9|Revenue|2015-02-27 15:42:11|Software error
3|2|mail_be6|Mail|2015-02-27 15:42:12|Hardware error
4|6|fp_mw3|Frontpage|2015-02-27 15:42:24|Down to ping
3|3|search_fe1|Search|2015-02-27 15:42:38|Down to ping
4|9|media_db8|Media|2015-02-27 15:42:45|Software error
3|10|flickr_fe1|Flickr|2015-02-27 15:42:51|Down to ping
1|10|media_fe3|Media|2015-02-27 15:43:53|Apache latency
4|3|rev_be3|Revenue|2015-02-27 15:44:07|Down to ping
3|9|media_fe9|Media|2015-02-27 15:44:28|Down to ping
6|10|rev_mon1|Revenue|2015-02-27 15:44:30|Site down
2|3|media_fe7|Media|2015-02-27 15:44:40|Software error
6|6|flickr_mon1|Flickr|2015-02-27 15:45:10|Site down
4|1|search_be2|Search|2015-02-27 15:45:29|Down to ping
4|6|rev_mw3|Revenue|2015-02-27 15:46:20|Down to ping
2|5|media_fe9|Media|2015-02-27 15:47:54|Software error
2|8|rev_fe4|Revenue|2015-02-27 15:48:02|Capacity exceeded
3|4|mail_mw6|Mail|2015-02-27 15:48:13|Hardware error
3|8|rev_mw8|Revenue|2015-02-27 15:48:37|Hardware error
3|1|flickr_be9|Flickr|2015-02-27 15:49:02|Capacity exceeded
2|7|fp_fe1|Frontpage|2015-02-27 15:51:35|Software error
1|7|media_fe5|Media|2015-02-27 15:52:20|Apache latency
3|9|fp_fe5|Frontpage|2015-02-27 15:54:59|Down to ping
3|3|fp_be4|Frontpage|2015-02-27 15:55:11|Hardware error
3|8|search_mw2|Search|2015-02-27 15:57:03|Hardware error
3|3|flickr_fe9|Flickr|2015-02-27 15:57:49|Down to ping
2|7|fp_fe9|Frontpage|2015-02-27 15:58:38|Capacity exceeded
6|1|flickr_mon1|Flickr|2015-02-27 15:58:45|Site down
2|3|flickr_fe3|Flickr|2015-02-27 15:59:06|Hardware error
3|7|messenger_mw5|Messenger|2015-02-27 15:59:50|Software error
4|7|media_db1|Media|2015-02-27 16:00:18|Hardware error
5|6|search_mon1|Search|2015-02-27 16:00:51|Severe site latency
4|1|fp_db7|Frontpage|2015-02-27 16:01:11|Hardware error
3|1|search_fe6|Search|2015-02-27 16:01:51|Down to ping
5|10|fp_mon1|Frontpage|2015-02-27 16:02:15|Severe site latency
6|2|media_mon1|Media|2015-02-27 16:02:20|Site down
4|5|rev_db3|Revenue|2015-02-27 16:03:39|Software error
3|5|media_mw4|Media|2015-02-27 16:04:02|Hardware error
4|1|fp_db4|Frontpage|2015-02-27 16:04:47|Capacity exceeded
4|2|mail_be2|Mail|2015-02-27 16:04:49|Down to ping
3|9|flickr_mw7|Flickr|2015-02-27 16:05:03|Software error
5|4|search_mon1|Search|2015-02-27 16:05:23|Severe site latency
3|2|flickr_mw8|Flickr|2015-02-27 16:05:43|Software error
3|3|mail_fe3|Mail|2015-02-27 16:05:52|Down to ping
4|6|rev_db3|Revenue|2015-02-27 16:07:00|Hardware error
4|5|fp_be9|Frontpage|2015-02-27 16:07:10|Down to ping
3|2|flickr_mw6|Flickr|2015-02-27 16:07:10|Capacity exceeded
3|2|search_be3|Search|2015-02-27 16:08:23|Software error
2|5|fp_fe8|Frontpage|2015-02-27 16:08:46|Capacity exceeded
4|5|search_be5|Search|2015-02-27 16:08:53|Down to ping
3|3|rev_mw5|Revenue|2015-02-27 16:09:35|Software error
3|3|mail_mw9|Mail|2015-02-27 16:10:09|Software error
3|10|mail_be5|Mail|2015-02-27 16:12:10|Hardware error
5|9|search_db6|Search|2015-02-27 16:12:18|Down to ping
1|6|rev_fe1|Revenue|2015-02-27 16:12:29|Apache latency
3|10|fp_be1|Frontpage|2015-02-27 16:12:52|Capacity exceeded
3|5|flickr_be1|Flickr|2015-02-27 16:13:10|Capacity exceeded
6|6|rev_mon1|Revenue|2015-02-27 16:13:57|Site down
2|3|media_fe9|Media|2015-02-27 16:15:00|Capacity exceeded
4|4|rev_db10|Revenue|2015-02-27 16:15:13|Software error
4|2|media_be3|Media|2015-02-27 16:16:00|Down to ping
5|10|search_mon1|Search|2015-02-27 16:16:09|Severe site latency
5|3|flickr_db9|Flickr|2015-02-27 16:16:41|Down to ping
4|9|fp_be1|Frontpage|2015-02-27 16:16:56|Down to ping
3|6|flickr_be7|Flickr|2015-02-27 16:17:54|Capacity exceeded
3|2|flickr_be6|Flickr|2015-02-27 16:18:21|Capacity exceeded
3|6|mail_fe1|Mail|2015-02-27 16:19:11|Down to ping
4|2|messenger_db5|Messenger|2015-02-27 16:19:56|Capacity exceeded
4|3|search_db5|Search|2015-02-27 16:19:58|Hardware error
3|5|flickr_be3|Flickr|2015-02-27 16:20:13|Hardware error
3|4|mail_be8|Mail|2015-02-27 16:20:18|Capacity exceeded
3|6|fp_fe2|Frontpage|2015-02-27 16:20:27|Down to ping
6|6|fp_mon1|Frontpage|2015-02-27 16:21:05|Site down
3|3|messenger_be10|Messenger|2015-02-27 16:22:33|Hardware error
3|5|media_mw5|Media|2015-02-27 16:23:27|Hardware error
3|9|flickr_fe7|Flickr|2015-02-27 16:23:31|Down to ping
4|4|mail_db10|Mail|2015-02-27 16:24:08|Hardware error
3|9|mail_be9|Mail|2015-02-27 16:24:52|Software error
3|7|search_be9|Search|2015-02-27 16:26:25|Hardware error
4|10|search_mw4|Search|2015-02-27 16:26:29|Down to ping
3|3|rev_mw6|Revenue|2015-02-27 16:30:02|Software error
4|9|rev_be2|Revenue|2015-02-27 16:31:40|Down to ping
1|2|rev_fe2|Revenue|2015-02-27 16:33:34|Apache latency
2|2|search_fe2|Search|2015-02-27 16:33:50|Hardware error
3|2|flickr_be6|Flickr|2015-02-27 16:34:26|Software error
3|9|search_mw10|Search|2015-02-27 16:35:35|Capacity exceeded
